年,区分00,区分01,在留資格,罪種00,罪種01,検挙人員,人数,検挙人員数_1万人あたり,日本人_検挙人員数_1万人あたり,対日本人倍率
2020,外国人,計,計,風俗犯,計,258.0,2808378.427894846,0.9186796104020646,0.45061102769152583,2.0387419613506745
2020,日本人,計,計,その他の刑法犯,計,24388.0,109651111.41004862,2.2241452627688587,2.2241452627688587,1.0
2020,日本人,計,計,凶悪犯,計,3992.0,109651111.41004862,0.36406379731725785,0.36406379731725785,1.0
2020,日本人,計,計,知能犯,計,9905.0,109651111.41004862,0.9033196173415429,0.9033196173415429,1.0
2020,日本人,計,計,窃盗犯,計,84234.0,109651111.41004862,7.682001478763001,7.682001478763001,1.0
2020,日本人,計,計,粗暴犯,計,45593.0,109651111.41004862,4.158006190151738,4.158006190151738,1.0
2020,日本人,計,計,風俗犯,計,4941.0,109651111.41004862,0.45061102769152583,0.45061102769152583,1.0
2021,外国人,計,計,その他の刑法犯,計,1515.0,2677533.193275661,5.658193160050306,1.9605297311404062,2.886053228460368
2021,外国人,計,計,凶悪犯,計,317.0,2677533.193275661,1.1839255655022751,0.3445818344833514,3.4358327892629434
2021,外国人,計,計,知能犯,計,680.0,2677533.193275661,2.539651055336111,1.0799520425934668,2.3516331792263925
2021,外国人,計,計,窃盗犯,計,3975.0,2677533.193275661,14.84575433082506,7.351963617252195,2.019291049807137
2021,外国人,計,計,粗暴犯,計,2539.0,2677533.193275661,9.48260886690939,3.9504303515185066,2.400398949766161
2021,外国人,計,計,風俗犯,計,302.0,2677533.193275661,1.1279038510463315,0.46801276775951733,2.409985215672345
2021,日本人,計,計,その他の刑法犯,計,21427.0,109291890.14408001,1.9605297311404062,1.9605297311404062,1.0
2021,日本人,計,計,凶悪犯,計,3766.0,109291890.14408001,0.3445818344833514,0.3445818344833514,1.0
2021,日本人,計,計,知能犯,計,11803.0,109291890.14408001,1.0799520425934668,1.0799520425934668,1.0
2021,日本人,計,計,窃盗犯,計,80351.0,109291890.14408001,7.351963617252195,7.351963617252195,1.0
2021,日本人,計,計,粗暴犯,計,43175.0,109291890.14408001,3.9504303515185066,3.9504303515185066,1.0
2021,日本人,計,計,風俗犯,計,5115.0,109291890.14408001,0.46801276775951733,0.46801276775951733,1.0
2022,外国人,計,計,その他の刑法犯,計,1317.0,2847358.255550816,4.625339988154138,1.947707399341489,2.374761213988274
2022,外国人,計,計,凶悪犯,計,288.0,2847358.255550816,1.0114638698469185,0.3388435722803628,2.9850466486347345
2022,外国人,計,計,知能犯,計,688.0,2847358.255550816,2.416274800189861,1.0881031525261218,2.2206302725805718
2022,外国人,計,計,窃盗犯,計,3625.0,2847358.255550816,12.731099056232917,6.944639439908759,1.8332267882866764
2022,外国人,計,計,粗暴犯,計,2412.0,2847358.255550816,8.471009909967943,3.9730511377764994,2.1321170093744897
2022,外国人,計,計,風俗犯,計,281.0,2847358.255550816,0.9868796785659172,0.4729844658620683,2.0864949058468887
2022,日本人,計,計,その他の刑法犯,計,21199.0,108840783.8218784,1.947707399341489,1.947707399341489,1.0
2022,日本人,計,計,凶悪犯,計,3688.0,108840783.8218784,0.3388435722803628,0.3388435722803628,1.0
2022,日本人,計,計,知能犯,計,11843.0,108840783.8218784,1.0881031525261218,1.0881031525261218,1.0
2022,日本人,計,計,窃盗犯,計,75586.0,108840783.8218784,6.944639439908759,6.944639439908759,1.0
2022,日本人,計,計,粗暴犯,計,43243.0,108840783.8218784,3.9730511377764994,3.9730511377764994,1.0
2022,日本人,計,計,風俗犯,計,5148.0,108840783.8218784,0.4729844658620683,0.4729844658620683,1.0
2023,外国人,計,計,その他の刑法犯,計,1475.0,3432616.176684663,4.297014067633407,2.0970422067131937,2.0490832534879435
2023,外国人,計,計,凶悪犯,計,358.0,3432616.176684663,1.0429362957374644,0.4153280898046601,2.5111142764940007
2023,外国人,計,計,知能犯,計,630.0,3432616.176684663,1.8353348221078283,1.046028580923895,1.754574258847484
2023,外国人,計,計,窃盗犯,計,4180.0,3432616.176684663,12.177300883191624,7.506923673424172,1.6221426263199408
2023,外国人,計,計,粗暴犯,計,2691.0,3432616.176684663,7.839501597289153,4.3510210110409515,1.8017613744902616
2023,外国人,計,計,風俗犯,計,292.0,3432616.176684663,0.8506631238975967,0.6043905321073816,1.4074726169708762
2023,日本人,計,計,その他の刑法犯,計,22716.0,108324000.0,2.0970422067131937,2.0970422067131937,1.0
2023,日本人,計,計,凶悪犯,計,4499.0,108324000.0,0.4153280898046601,0.4153280898046601,1.0
2023,日本人,計,計,知能犯,計,11331.0,108324000.0,1.046028580923895,1.046028580923895,1.0
2023,日本人,計,計,窃盗犯,計,81318.0,108324000.0,7.506923673424172,7.506923673424172,1.0
2023,日本人,計,計,粗暴犯,計,47132.0,108324000.0,4.3510210110409515,4.3510210110409515,1.0
2023,日本人,計,計,風俗犯,計,6547.0,108324000.0,0.6043905321073816,0.6043905321073816,1.0
2024,外国人,計,計,その他の刑法犯,計,1706.0,3922692.711180115,4.349053381463473,2.1679407291770465,2.0060757763955936
2024,外国人,計,計,凶悪犯,計,444.0,3922692.711180115,1.1318755576610682,0.5425650440461921,2.0861564342960217
2024,外国人,計,計,知能犯,計,708.0,3922692.711180115,1.8048826460000815,1.0055266667873854,1.7949624864416616
2024,外国人,計,計,窃盗犯,計,4469.0,3922692.711180115,11.392684385557013,7.7757141486852515,1.46516244909586
2024,外国人,計,計,粗暴犯,計,2641.0,3922692.711180115,6.732620152664146,4.34348924453942,1.5500487680793298
2024,外国人,計,計,風俗犯,計,386.0,3922692.711180115,0.9840179397684061,0.9911460953395125,0.9928081686396952
2024,日本人,計,計,その他の刑法犯,計,23367.0,107784312.02254383,2.1679407291770465,2.1679407291770465,1.0
2024,日本人,計,計,凶悪犯,計,5848.0,107784312.02254383,0.5425650440461921,0.5425650440461921,1.0
2024,日本人,計,計,知能犯,計,10838.0,107784312.02254383,1.0055266667873854,1.0055266667873854,1.0
2024,日本人,計,計,窃盗犯,計,83810.0,107784312.02254383,7.7757141486852515,7.7757141486852515,1.0
2024,日本人,計,計,粗暴犯,計,46816.0,107784312.02254383,4.34348924453942,4.34348924453942,1.0
2024,日本人,計,計,風俗犯,計,10683.0,107784312.02254383,0.9911460953395125,0.9911460953395125,1.0
2013,外国人,計,計,凶悪犯,不同意性交等,30.0,2082901.2109154272,0.14402987449805704,0.08180929992159772,1.760556252603172
2013,外国人,計,計,凶悪犯,強盗,161.0,2082901.2109154272,0.772960326472906,0.1892009555092862,4.085393355399668
2013,外国人,計,計,凶悪犯,放火,9.0,2082901.2109154272,0.04320896234941711,0.04872399188700681,0.8868108025635644
2013,外国人,計,計,凶悪犯,殺人,45.0,2082901.2109154272,0.21604481174708556,0.07783183119612777,2.7757899104631893
2013,日本人,計,計,凶悪犯,不同意性交等,905.0,110623119.97136152,0.08180929992159772,0.08180929992159772,1.0
2013,日本人,計,計,凶悪犯,強盗,2093.0,110623119.97136152,0.1892009555092862,0.1892009555092862,1.0
2013,日本人,計,計,凶悪犯,放火,539.0,110623119.97136152,0.04872399188700681,0.04872399188700681,1.0
2013,日本人,計,計,凶悪犯,殺人,861.0,110623119.97136152,0.07783183119612777,0.07783183119612777,1.0
2014,外国人,計,計,凶悪犯,不同意性交等,45.0,2152749.04018238,0.20903504848938462,0.07890545823078036,2.649183632873724
2014,外国人,計,計,凶悪犯,強盗,137.0,2152749.04018238,0.636395592067682,0.17699435355436513,3.5955700240584703
2014,外国人,計,計,凶悪犯,放火,13.0,2152749.04018238,0.06038790289693333,0.05293542782684233,1.1407842606745122
2014,外国人,計,計,凶悪犯,殺人,47.0,2152749.04018238,0.2183254950889128,0.08324887794990589,2.6225638166593406
2014,日本人,計,計,凶悪犯,不同意性交等,872.0,110512000.0,0.07890545823078036,0.07890545823078036,1.0
2014,日本人,計,計,凶悪犯,強盗,1956.0,110512000.0,0.17699435355436513,0.17699435355436513,1.0
2014,日本人,計,計,凶悪犯,放火,585.0,110512000.0,0.05293542782684233,0.05293542782684233,1.0
2014,日本人,計,計,凶悪犯,殺人,920.0,110512000.0,0.08324887794990589,0.08324887794990589,1.0
2015,外国人,計,計,凶悪犯,不同意性交等,50.0,2301956.035887944,0.2172065809272212,0.07931544207632965,2.7385156690949444
2015,外国人,計,計,凶悪犯,強盗,134.0,2301956.035887944,0.5821136368849528,0.16558679422085676,3.5154593071506643
2015,外国人,計,計,凶悪犯,放火,7.0,2301956.035887944,0.030408921329810965,0.0527565127250302,0.5764012774745728
2015,外国人,計,計,凶悪犯,殺人,61.0,2301956.035887944,0.26499202873120986,0.0769666932221331,3.4429441832250474
2015,日本人,計,計,凶悪犯,不同意性交等,878.0,110697233.35275014,0.07931544207632965,0.07931544207632965,1.0
2015,日本人,計,計,凶悪犯,強盗,1833.0,110697233.35275014,0.16558679422085676,0.16558679422085676,1.0
2015,日本人,計,計,凶悪犯,放火,584.0,110697233.35275014,0.0527565127250302,0.0527565127250302,1.0
2015,日本人,計,計,凶悪犯,殺人,852.0,110697233.35275014,0.0769666932221331,0.0769666932221331,1.0
2016,外国人,計,計,凶悪犯,不同意性交等,45.0,2475802.0120491977,0.18175928358162183,0.0747116814092372,2.432809436934309
2016,外国人,計,計,凶悪犯,強盗,153.0,2475802.0120491977,0.6179815641775142,0.16561390878972557,3.731459324241569
2016,外国人,計,計,凶悪犯,放火,8.0,2475802.0120491977,0.03231276152562166,0.051466037193530226,0.6278463096763098
2016,外国人,計,計,凶悪犯,殺人,70.0,2475802.0120491977,0.2827366633491895,0.06738523323230232,4.195825254095205
2016,日本人,計,計,凶悪犯,不同意性交等,826.0,110558347.02414756,0.0747116814092372,0.0747116814092372,1.0
2016,日本人,計,計,凶悪犯,強盗,1831.0,110558347.02414756,0.16561390878972557,0.16561390878972557,1.0
2016,日本人,計,計,凶悪犯,放火,569.0,110558347.02414756,0.051466037193530226,0.051466037193530226,1.0
2016,日本人,計,計,凶悪犯,殺人,745.0,110558347.02414756,0.06738523323230232,0.06738523323230232,1.0
2017,外国人,計,計,凶悪犯,不同意性交等,55.0,2675470.685024894,0.20557130492157963,0.07720616247423645,2.6626281935742937
2017,外国人,計,計,凶悪犯,強盗,127.0,2675470.685024894,0.4746828313643748,0.14272265950343005,3.3259107769987057
2017,外国人,計,計,凶悪犯,放火,11.0,2675470.685024894,0.04111426098431593,0.0514707749828243,0.7987884580722882
2017,外国人,計,計,凶悪犯,殺人,59.0,2675470.685024894,0.22052194527951272,0.07385331269542571,2.9859452099184076
2017,日本人,計,計,凶悪犯,不同意性交等,852.0,110353885.3241554,0.07720616247423645,0.07720616247423645,1.0
2017,日本人,計,計,凶悪犯,強盗,1575.0,110353885.3241554,0.14272265950343005,0.14272265950343005,1.0
2017,日本人,計,計,凶悪犯,放火,568.0,110353885.3241554,0.0514707749828243,0.0514707749828243,1.0
2017,日本人,計,計,凶悪犯,殺人,815.0,110353885.3241554,0.07385331269542571,0.07385331269542571,1.0
2018,外国人,計,計,凶悪犯,不同意性交等,58.0,2869139.78547512,0.20215118236351595,0.09346652946412087,2.1628189633500408
2018,外国人,計,計,凶悪犯,強盗,141.0,2869139.78547512,0.4914364950561336,0.14451433272829572,3.400607301561522
2018,外国人,計,計,凶悪犯,放火,9.0,2869139.78547512,0.03136828691847661,0.04795950199908243,0.6540578115068157
2018,外国人,計,計,凶悪犯,殺人,57.0,2869139.78547512,0.19866581715035186,0.07075843192667654,2.807662800614624
2018,日本人,計,計,凶悪犯,不同意性交等,1029.0,110092886.2877062,0.09346652946412087,0.09346652946412087,1.0
2018,日本人,計,計,凶悪犯,強盗,1591.0,110092886.2877062,0.14451433272829572,0.14451433272829572,1.0
2018,日本人,計,計,凶悪犯,放火,528.0,110092886.2877062,0.04795950199908243,0.04795950199908243,1.0
2018,日本人,計,計,凶悪犯,殺人,779.0,110092886.2877062,0.07075843192667654,0.07075843192667654,1.0
2019,外国人,計,計,凶悪犯,不同意性交等,59.0,3089675.278034258,0.19095857878481498,0.10192566891535387,1.8735082223831192
2019,外国人,計,計,凶悪犯,強盗,121.0,3089675.278034258,0.39162691581292564,0.13489894161183116,2.903113331606587
2019,外国人,計,計,凶悪犯,放火,19.0,3089675.278034258,0.061495135540872624,0.04554319433215097,1.3502596039351695
2019,外国人,計,計,凶悪犯,殺人,75.0,3089675.278034258,0.24274395608239194,0.07724125758732804,3.142672241035803
2019,日本人,計,計,凶悪犯,不同意性交等,1119.0,109785887.29491636,0.10192566891535387,0.10192566891535387,1.0
2019,日本人,計,計,凶悪犯,強盗,1481.0,109785887.29491636,0.13489894161183116,0.13489894161183116,1.0
2019,日本人,計,計,凶悪犯,放火,500.0,109785887.29491636,0.04554319433215097,0.04554319433215097,1.0
2019,日本人,計,計,凶悪犯,殺人,848.0,109785887.29491636,0.07724125758732804,0.07724125758732804,1.0
2020,外国人,計,計,凶悪犯,不同意性交等,70.0,2808378.427894846,0.24925415786102528,0.1009565690456424,2.468924610030454
2020,外国人,計,計,凶悪犯,強盗,131.0,2808378.427894846,0.4664613525684902,0.1386214859524629,3.3650003775637822
2020,外国人,計,計,凶悪犯,放火,13.0,2808378.427894846,0.04629005788847613,0.051891858886152234,0.892048557944973
2020,外国人,計,計,凶悪犯,殺人,82.0,2808378.427894846,0.2919834420657725,0.07259388343300031,4.022149363799434
2020,日本人,計,計,凶悪犯,不同意性交等,1107.0,109651111.41004862,0.1009565690456424,0.1009565690456424,1.0
2020,日本人,計,計,凶悪犯,強盗,1520.0,109651111.41004862,0.1386214859524629,0.1386214859524629,1.0
2020,日本人,計,計,凶悪犯,放火,569.0,109651111.41004862,0.051891858886152234,0.051891858886152234,1.0
2020,日本人,計,計,凶悪犯,殺人,796.0,109651111.41004862,0.07259388343300031,0.07259388343300031,1.0
2021,外国人,計,計,凶悪犯,不同意性交等,87.0,2677533.193275661,0.324925943844473,0.10558880429999667,3.0772764783025695
2021,外国人,計,計,凶悪犯,強盗,131.0,2677533.193275661,0.4892563062485743,0.12160097132989219,4.023457221581456
2021,外国人,計,計,凶悪犯,放火,18.0,2677533.193275661,0.06722605734713234,0.04721301821386333,1.4238881539539556
2021,外国人,計,計,凶悪犯,殺人,81.0,2677533.193275661,0.30251725806209556,0.07017904063959918,4.3106496655555215
2021,日本人,計,計,凶悪犯,不同意性交等,1154.0,109291890.14408001,0.10558880429999667,0.10558880429999667,1.0
2021,日本人,計,計,凶悪犯,強盗,1329.0,109291890.14408001,0.12160097132989219,0.12160097132989219,1.0
2021,日本人,計,計,凶悪犯,放火,516.0,109291890.14408001,0.04721301821386333,0.04721301821386333,1.0
2021,日本人,計,計,凶悪犯,殺人,767.0,109291890.14408001,0.07017904063959918,0.07017904063959918,1.0
2022,外国人,計,計,凶悪犯,不同意性交等,70.0,2847358.255550816,0.24584191281001497,0.11640856997809645,2.111888436188786
2022,外国人,計,計,凶悪犯,強盗,139.0,2847358.255550816,0.4881717982941725,0.10869087473092984,4.491377951485516
2022,外国人,計,計,凶悪犯,放火,17.0,2847358.255550816,0.05970446453957506,0.04731682205108103,1.2618020811947368
2022,外国人,計,計,凶悪犯,殺人,62.0,2847358.255550816,0.2177456942031561,0.06642730552025551,3.2779546377469644
2022,日本人,計,計,凶悪犯,不同意性交等,1267.0,108840783.8218784,0.11640856997809645,0.11640856997809645,1.0
2022,日本人,計,計,凶悪犯,強盗,1183.0,108840783.8218784,0.10869087473092984,0.10869087473092984,1.0
2022,日本人,計,計,凶悪犯,放火,515.0,108840783.8218784,0.04731682205108103,0.04731682205108103,1.0
2022,日本人,計,計,凶悪犯,殺人,723.0,108840783.8218784,0.06642730552025551,0.06642730552025551,1.0
2023,外国人,計,計,凶悪犯,不同意性交等,117.0,3432616.176684663,0.340847895534311,0.16201395812562314,2.1038180875133166
2023,外国人,計,計,凶悪犯,強盗,151.0,3432616.176684663,0.43989771133060646,0.13385768620065727,3.2863089435983874
2023,外国人,計,計,凶悪犯,放火,15.0,3432616.176684663,0.043698448145424486,0.051789077212806026,0.8437773078261964
2023,外国人,計,計,凶悪犯,殺人,75.0,3432616.176684663,0.21849224072712242,0.06766736826557365,3.2289158914767815
2023,日本人,計,計,凶悪犯,不同意性交等,1755.0,108324000.0,0.16201395812562314,0.16201395812562314,1.0
2023,日本人,計,計,凶悪犯,強盗,1450.0,108324000.0,0.13385768620065727,0.13385768620065727,1.0
2023,日本人,計,計,凶悪犯,放火,561.0,108324000.0,0.051789077212806026,0.051789077212806026,1.0
2023,日本人,計,計,凶悪犯,殺人,733.0,108324000.0,0.06766736826557365,0.06766736826557365,1.0
2024,外国人,計,計,凶悪犯,不同意性交等,162.0,3922692.711180115,0.4129816223898492,0.2709114105018606,1.5244157550425987
2024,外国人,計,計,凶悪犯,強盗,168.0,3922692.711180115,0.4282772380339177,0.1492796094169499,2.868960065655753
2024,外国人,計,計,凶悪犯,放火,23.0,3922692.711180115,0.058633193302262535,0.045275605590721905,1.2950283610182771
